10000 50000
396 1608 231
3498 471 511
1992 1087 954
3826 5372 231
9292 8470 877
3809 4914 204
4178 2682 765
1033 8621 548
8011 4048 377
699 9189 583
6808 9584 542
390 9433 13
2252 1424 99
205 5249 823
4787 892 644
9015 1053 558
9218 5230 591
2335 6262 212
4882 624 611
5258 7675 151
8193 4482 734
9086 4871 167
4098 7122 942
6549 3678 543
723 8464 786
9718 3830 838
7275 3047 67
218 5381 681
1781 263 304
3743 1872 978
4893 6416 811
1978 5502 33
8496 5951 506
6438 2499 183
2332 9573 998
9117 9291 827
6955 2917 226
6373 9486 606
2053 1266 220
8357 5008 444
8686 6252 859
3497 8230 360
9529 6725 311
9035 3162 161
8569 1845 86
2919 962 376
4745 7916 644
2322 4288 130
8928 2693 747
8499 1049 107
6294 6086 358
4153 9582 939
3864 5463 664
9526 849 177
7687 9417 22
8124 2335 983
7851 3432 250
494 5753 889
8975 1032 581
5074 5883 981
6180 2176 67
9889 6328 648
8180 6544 462
6843 6069 310
1371 107 727
1392 8230 413
8726 6080 844
327 2926 949
6216 1900 980
4796 3325 862
777 9504 390
9195 5745 69
7194 3924 612
656 7118 681
4965 8488 787
5043 6232 369
7456 1309 448
9651 1636 725
7599 4203 625
6579 5350 949
7792 2478 805
1181 1672 901
3602 8866 176
6213 9521 293
4893 837 132
32 5880 363
9752 9687 24
5551 9337 659
4276 6936 861
1252 9866 562
5200 7657 40
1356 5190 711
9608 8791 576
1783 1355 96
7427 2600 285
7911 2631 164
4625 8734 850
2648 4284 186
2306 8559 121
2518 9810 338
8080 1362 995
6119 9069 536
2181 8677 678
757 6811 32
5204 590 631
488 8500 613
8003 3124 346
8852 5772 630
5390 4429 540
8862 3299 350
2200 7730 711
9546 200 131
8433 2380 807
6110 9488 970
1493 4692 559
9476 1531 58
6440 9534 533
5786 4737 304
5767 6478 85
4306 5340 383
9007 3891 464
5069 3436 663
200 1868 42
4006 4329 530
7327 2173 573
4885 1648 103
942 8088 988
6475 225 725
4130 2343 202
6214 3000 893
7948 2007 783
7411 7075 570
3425 7274 789
1819 7632 469
9700 4958 642
2272 6195 289
2726 7136 728
2714 9962 952
3790 444 646
1343 3009 646
4236 7309 652
7370 1071 78
292 4496 352
5080 6314 335
6901 6013 644
4542 4636 838
182 7361 326
3910 6426 639
4213 215 82
6859 7910 443
2504 2145 751
6507 5866 821
7584 2509 668
2287 3941 981
4621 841 345
4617 5382 332
4454 5563 45
4131 5824 470
3770 37 37
203 3247 946
9645 2102 442
2747 8608 307
568 6191 168
5587 8478 108
6920 9450 948
4264 4066 329
8948 4872 243
992 9002 67
5813 2771 455
849 9326 701
3794 8970 802
5235 1717 761
8894 8636 951
5061 4222 780
1520 1141 582
2467 1757 999
5147 704 222
3389 8047 224
7455 3859 346
4261 4708 671
7961 4853 993
114 6440 709
874 1685 696
4177 3097 917
2308 4616 410
9889 7082 166
7888 2228 221
3461 1968 619
1684 9423 477
5382 3683 536
8404 7996 389
396 4461 828
456 5335 864
9151 5863 960
2068 8170 575
2477 8059 8
994 2298 235
6566 5758 202
184 3794 976
4012 9175 11
2548 3930 358
5936 4326 818
2115 4781 152
9978 3932 14
7289 2351 536
2863 1179 594
1870 2172 243
9456 5089 352
9009 5272 145
4337 9283 671
3347 8182 601
6704 469 278
873 8935 58
377 5264 341
5742 2552 691
9277 5414 869
7222 3635 392
7464 9442 480
9816 8451 103
2312 2787 738
335 2485 919
2287 5540 740
8564 6412 674
5973 6788 938
7314 2530 489
7356 8158 255
2225 5380 241
1968 2843 683
448 9010 485
6902 7674 271
8991 4360 755
9262 6646 646
1 5209 57
9674 7533 845
963 4846 726
4804 2202 883
410 778 262
9650 2745 457
4684 9544 818
8168 2798 843
790 1788 202
5896 1049 847
6541 7401 407
3598 3427 940
3794 4389 137
2871 5544 690
3753 5953 819
6367 1955 564
8175 6638 459
5344 1158 256
187 1947 44
9388 7843 444
1587 735 197
5345 4332 623
284 4477 363
2773 7347 907
3814 7452 211
5633 170 165
196 4696 155
7006 39 312
262 6577 610
1657 2317 804
452 255 539
6648 5599 222
6270 5883 699
2985 5007 397
5243 8820 200
3453 4452 369
9970 999 416
3124 4357 455
3787 4618 383
6396 2626 51
3200 3077 305
7090 9725 904
5311 2346 138
4361 5330 144
7110 572 315
7309 377 119
7678 346 469
9093 9821 825
6899 3607 442
7634 2 419
684 9553 496
3989 2994 572
2892 4657 917
4029 9017 599
6524 2478 522
7838 9787 898
9956 3816 595
5777 9260 415
9601 2511 373
4395 144 375
1813 827 279
2308 1167 273
5231 410 929
4148 4438 297
1098 7313 775
8619 1503 913
2869 7810 728
3815 3586 987
8230 3187 497
2602 3933 992
3328 5745 171
9959 4405 337
9583 9635 747
3863 134 536
7159 1231 201
9285 9850 703
1197 9070 512
6924 2884 98
8263 7465 636
2111 6419 568
6103 6098 312
7273 6056 68
5961 1990 703
5059 5852 836
4947 3011 419
2147 8647 268
849 9844 689
7360 3119 572
3809 7733 37
3444 6196 807
7011 2298 904
2675 5922 960
2742 8234 949
8796 3293 153
4984 4591 515
2402 6737 161
6021 3937 356
8709 1296 827
632 5105 911
20 8548 106
5826 1911 403
7730 4585 676
2041 7326 262
8341 6122 554
493 7457 496
2007 9858 232
8520 5878 168
4875 938 815
7053 1569 271
6964 1589 819
3069 3766 81
7824 1495 665
8499 9887 342
3760 8228 463
8665 5072 271
8160 7079 128
743 1950 357
7262 6824 646
5077 229 215
4347 7192 155
8517 260 272
4597 8083 767
1613 2934 653
5955 6693 232
2769 1710 304
7040 6221 734
1167 6964 35
3876 577 858
7521 5653 438
9087 6352 629
2241 1220 889
1865 2169 323
6631 3781 256
7635 9735 301
3219 2504 10
3874 9543 230
7959 7061 545
3993 936 474
3202 4809 478
2640 3895 829
9268 2488 49
2508 4352 217
3831 7334 349
8086 4968 84
5386 4538 939
747 8411 481
2329 6369 893
7225 361 181
2698 3563 989
176 6202 883
4004 1821 370
5404 4329 73
8972 8159 406
6321 6244 374
3404 7982 263
9342 8728 674
1174 1056 394
6418 8281 755
2598 978 669
3586 1153 222
4821 1509 42
8542 3264 370
6615 2236 528
2020 4908 124
8745 4663 105
8 356 184
6033 1529 240
8426 4298 520
1180 6896 849
200 6833 354
5421 8005 214
2463 6547 477
184 9513 64
9712 1532 971
8187 6629 633
4643 6636 988
9826 2668 868
6065 7445 166
6936 4977 413
5137 5176 597
4490 6949 602
8055 9411 500
8531 5946 12
3947 2009 895
7917 195 523
2902 4837 510
8241 4663 529
1461 7079 974
8978 4015 950
3390 5503 477
7338 9992 425
2939 8046 187
1438 2928 133
5801 6874 141
1696 1143 336
4218 396 524
9728 8636 186
4256 6448 617
2581 5425 631
9530 5166 133
8007 2504 476
3431 5442 873
4618 3232 152
8102 9032 378
7242 727 520
2929 1297 915
3453 7376 902
4990 7983 350
9958 564 126
8940 93 292
7072 4451 795
7899 7882 588
3123 8851 819
1275 3304 851
9004 545 929
1523 9826 577
789 9630 952
5042 971 935
5743 929 498
1869 9868 942
9512 3292 393
3306 7542 626
8893 665 828
4064 8291 131
8266 3646 27
3194 5168 852
5771 2308 833
2074 3701 804
8 5796 732
8505 4016 951
3447 3527 594
9191 6832 136
2816 2076 152
1643 6139 442
3773 4404 439
2799 3950 958
8003 6072 265
2835 8145 317
8638 8153 112
1721 3009 127
1024 2807 5
3617 1997 836
3752 1164 264
903 2806 754
2696 2930 158
8134 2081 459
5091 83 530
707 2917 26
6376 7907 530
7839 5979 891
3318 7002 697
2322 6971 46
4510 722 209
8773 7977 15
5526 7024 296
3035 1510 376
4493 6600 458
8374 3659 727
6752 34 633
3281 4224 963
9171 7541 317
4220 9863 287
1265 4372 8
9473 9496 336
6839 1373 360
7135 4408 869
9510 5252 820
8320 9978 830
46 6729 215
6030 6361 439
4344 1884 979
9660 6103 193
1946 7367 916
1306 3191 411
4993 30 136
9352 3516 543
1572 9377 146
6744 7696 475
5573 4093 555
788 122 916
226 4466 799
3556 477 901
6749 2423 619
7016 80 809
427 5072 190
7914 4424 705
3456 2347 82
6953 9090 129
6780 4663 222
3334 1802 343
2601 8379 160
7399 1934 637
4651 5034 411
5621 2050 490
3430 8828 561
3971 6741 336
1676 6548 35
5109 9852 124
6237 6631 138
7810 9965 291
9505 2565 669
5664 6316 955
8652 7318 340
414 2939 389
2255 2720 568
2816 6690 660
503 4717 207
6889 6177 411
6013 8766 41
2502 6575 357
7145 6079 274
3813 8095 941
5119 3098 258
1459 3512 548
6199 5766 619
9767 4933 661
6426 1788 377
5985 8676 906
1747 1040 671
7787 9894 597
6496 7038 676
7769 7202 770
1709 2321 219
9318 3779 730
9866 6329 848
9484 6095 780
2144 8873 919
5873 1209 595
2130 2955 634
800 7093 879
2396 3588 916
6423 7708 470
8544 9416 790
3763 8734 920
2492 4951 248
9691 786 695
5471 9282 919
9389 5154 127
8335 7283 433
8321 4434 525
8199 3181 465
1467 9604 172
1936 4499 940
1077 8261 25
3996 7105 327
9595 6795 112
7641 8617 393
4559 4358 898
2685 2692 532
6469 7364 965
7346 5563 146
1810 3381 101
333 5316 599
4624 6392 212
7648 6739 316
1974 2685 110
3438 326 79
7830 4884 436
3728 3921 479
3259 389 843
3576 4086 757
7073 2247 489
6525 2580 804
4123 3555 547
6334 1203 637
2001 9528 321
4463 2965 998
5541 7147 882
7328 7226 154
1806 6836 894
10000 411 980
108 3835 226
3596 359 157
8751 834 712
6649 7167 266
1285 9168 793
4958 3630 110
5307 5522 608
540 2849 833
9693 1006 668
1939 7358 431
1918 7465 617
495 7413 976
1652 6163 809
2715 2812 327
4980 448 846
3124 1757 475
4233 7064 348
8840 7603 196
7024 3648 554
2044 5586 911
3826 3855 727
9442 4349 139
5417 2352 654
8577 5066 817
8904 45 264
4749 3169 373
576 3753 788
1923 8945 742
2471 5968 389
376 4363 326
9286 8188 532
2012 7630 881
2151 9398 584
1156 7975 2
2972 3230 398
1587 4330 566
1959 4905 671
2098 3180 967
9840 2002 286
7580 2377 649
906 1662 836
4437 25 817
8669 8527 567
1605 9682 893
9606 2653 122
4003 4240 803
7921 2550 708
1943 4648 239
4909 4487 240
194 2066 616
6194 9323 629
4030 112 653
2198 5132 532
6116 6736 213
8008 2693 218
9481 3048 457
5284 968 358
2343 9262 5
2581 4170 843
4820 715 909
5787 6909 583
8415 7290 46
7419 9487 178
4950 1955 265
2163 9962 310
8380 5795 357
5188 1078 676
4545 9772 937
4902 2352 106
9744 3523 172
3004 9309 80
1939 7723 369
984 5141 208
5161 6443 162
8778 8605 123
5087 3336 917
795 4875 346
7470 9419 117
3406 672 820
9863 416 342
7034 9771 650
7466 1709 724
8834 2693 217
6041 4205 659
5202 9334 615
677 772 950
5593 1566 176
4291 9035 946
2759 8792 618
3579 5006 385
4272 8392 155
7922 5857 216
1997 4690 260
1213 731 816
3223 5932 150
3837 6608 921
4138 8553 487
9313 9195 873
259 8305 665
8228 1883 670
6612 6155 61
1118 428 917
7333 2424 959
2592 9989 689
4760 3211 972
9909 3400 932
2181 3889 836
6019 3202 30
8892 9812 334
556 8039 569
3577 4650 75
4990 2119 854
2258 9452 277
4216 8395 617
3256 3154 180
8228 9414 579
6159 7947 467
5346 3965 20
3727 2856 831
412 9763 221
8980 3340 222
6406 4681 341
4259 6938 792
888 1154 538
7504 4409 44
3683 8988 809
3261 1498 755
3080 6843 720
6099 569 575
5282 7333 690
2502 6312 381
7076 9070 61
7416 3328 350
3559 4215 855
8096 1719 616
8491 1753 603
8300 1366 453
6054 4445 295
7773 6895 216
8700 2176 548
5741 1030 211
6121 8105 280
7533 5520 960
5882 5430 174
1737 3525 244
8352 8368 349
306 6667 714
3758 2720 158
4053 6845 52
7620 5544 580
8519 1284 961
5729 3756 65
8361 1288 936
4320 7169 365
845 5257 241
5441 3608 608
1789 3914 274
9502 7671 346
8011 8075 190
7062 5694 85
993 4212 720
5953 6293 475
5369 4653 114
304 5324 634
668 6168 891
909 1608 498
9516 3396 763
1142 9249 786
5487 7259 860
3028 673 906
6112 1665 469
3183 3970 761
4009 9338 765
6122 9642 88
1755 6661 256
8997 7569 215
3495 3437 611
4609 930 211
3394 2768 470
254 5795 142
5511 8258 158
4979 1440 127
740 1800 465
7504 7921 458
9592 6027 118
4199 5024 39
413 4870 827
6375 5830 756
1586 9224 875
4055 5829 669
3548 1339 926
4705 6317 717
6184 7056 516
7000 912 788
7457 503 166
926 1053 541
8316 1465 762
9142 7840 592
7249 5777 167
8123 6183 995
1143 9730 333
2420 786 1
5136 6969 57
6003 3968 320
1142 7776 174
8660 5054 226
1200 3369 690
1314 8863 881
905 2463 9
6071 586 191
3417 8080 920
5749 500 706
749 1987 26
9157 7990 994
8476 5483 121
4649 4142 174
1874 5342 543
6916 3007 757
6148 3911 219
1157 6333 156
2347 9749 236
9619 1849 735
7676 8949 721
2701 8106 62
8046 2933 545
1167 3934 686
5692 2159 379
3586 9074 385
342 1574 647
9561 2730 979
2068 1428 79
6303 7398 927
7389 5073 228
4110 4126 333
1523 2171 617
4419 9689 550
5105 1733 709
3835 5318 134
5572 2012 707
1218 7924 788
9549 9991 568
3979 6294 965
258 3682 390
5485 4143 515
5169 2018 37
7785 6436 78
687 7892 810
9395 1727 479
9880 3650 490
1939 1219 765
3078 767 756
5645 1098 49
1962 1355 82
3351 3191 577
8865 8359 594
9253 2495 29
9330 3181 273
7491 8927 351
970 8807 1000
2811 745 218
2576 3822 337
2331 5819 434
4731 7780 140
7164 1130 330
3740 6346 688
8685 5598 182
66 1280 715
9338 8770 641
6688 6091 447
7687 8902 543
9904 7829 365
9240 159 183
6025 1241 314
4164 8404 443
5493 8496 140
1532 7180 737
66 7245 16
1780 6582 138
2420 9621 228
8219 7307 129
4761 3563 957
1477 9154 467
7659 5179 59
4324 9342 463
5766 1187 958
9905 2718 489
5994 2783 734
3361 914 667
9498 3334 288
1726 1552 946
9206 6312 508
4515 7789 14
9981 1799 192
3040 2475 885
854 8240 71
7163 4497 141
651 6842 275
1384 202 189
5051 9700 874
4690 7777 425
1635 6982 88
8495 1496 228
860 7829 379
2051 868 853
5287 8073 444
9710 5235 292
6850 5885 133
9476 7269 687
6664 8671 386
3537 9712 514
8313 7698 495
5753 2544 343
7332 3403 171
7062 1805 390
9266 7092 462
9710 6801 696
7353 2 932
5486 9477 552
6524 2493 574
909 2381 285
5774 694 335
1268 2798 878
4610 6481 281
2132 3543 437
521 2808 528
3334 8869 680
5029 6222 681
5313 8059 510
2864 4582 2
5438 1842 382
7722 7615 427
4056 8882 224
9286 9844 57
7918 1975 599
8354 8848 406
5882 2181 275
2913 3562 848
3594 8874 906
6455 1737 487
5456 7174 680
3189 1248 294
1616 1655 527
9191 940 722
3247 8857 49
7197 7211 896
7603 9444 76
3229 2356 637
5076 2301 862
1333 5107 599
2171 562 124
4850 103 723
1495 1718 378
7021 7260 669
8743 6859 878
5143 4055 88
4038 8009 883
1465 1237 590
2454 2664 891
2315 3996 997
265 2518 911
5389 3719 13
4463 5213 82
8840 8586 693
6861 3680 551
3738 8822 606
7825 2859 614
4059 4323 203
2648 6776 866
9890 5443 214
2239 5707 83
5149 7447 802
4513 1910 14
1946 7101 599
6638 3961 278
8189 7698 99
146 1874 957
111 5932 632
1313 4932 407
1531 4821 849
2096 7059 908
5178 8559 354
1979 9423 263
3993 1368 364
943 8006 676
5221 2546 374
4671 9043 599
6980 9153 531
3611 6818 814
3369 8348 986
8570 443 397
9477 1972 955
4182 3951 730
797 4295 97
4512 5237 454
2187 6809 351
3912 7832 393
7511 4811 898
3393 8421 715
4206 8141 62
6191 3062 856
1587 8890 827
1894 3072 129
1623 3868 423
9071 8379 12
4525 6917 172
5227 829 3
4972 8339 813
3869 1731 585
9583 2288 726
9996 4830 787
7203 2769 677
29 4662 100
3158 2636 967
6932 1706 697
5943 2582 613
8115 7809 441
8117 9132 131
9282 3000 213
8866 8934 500
2943 8929 682
82 2483 450
6110 2511 111
5209 2020 98
4527 8952 803
2223 1246 737
6835 5712 897
8628 181 28
5110 9462 27
3323 8327 312
174 1270 592
1855 1351 74
6304 7460 584
1766 9020 956
9863 3546 259
9666 5768 504
8402 8954 568
1298 3933 748
3325 9043 209
4703 2365 887
1366 2538 508
6957 4393 858
5030 696 669
1965 2462 40
920 8676 585
5178 8341 352
7034 3094 658
4601 743 590
2348 419 984
5908 5121 348
7794 2838 238
7302 9794 630
4511 4823 677
5532 6788 490
5571 4059 166
9156 5589 858
4859 2622 952
9516 3574 46
4458 5921 465
8441 8180 937
1141 5973 775
6378 9626 568
2359 4137 743
5387 9668 882
877 1590 940
1394 745 528
6603 1956 501
4906 7823 74
3952 2280 346
3416 7073 525
4352 8213 850
8126 942 475
8046 3300 611
2788 8686 630
669 5914 572
8960 3659 316
2840 262 623
9340 5167 446
5766 9118 77
8111 8885 149
4988 9589 713
7837 4066 6
311 2111 657
3274 1250 695
2255 8270 608
2826 7230 619
494 69 880
116 9408 398
7561 1525 868
3638 9636 104
3138 4623 692
7203 8811 758
2208 9121 868
3217 8746 470
2911 1001 739
8518 178 968
488 671 388
2719 787 796
117 4699 672
9336 4688 307
7439 4178 281
5131 1380 91
6888 9939 564
7107 3155 309
8576 6065 661
8315 935 839
1634 7774 509
5022 493 647
4169 6961 346
4840 6296 385
1499 86 562
2779 5216 293
9222 8455 232
4785 1914 738
5445 6841 155
7106 1507 441
5296 3141 566
4156 4514 58
3803 8682 18
4500 9873 665
9884 1371 103
5798 502 670
3090 9723 125
6673 859 390
9763 6303 230
5269 3408 89
8061 8703 229
8626 9211 94
9684 3013 775
4053 3864 999
1070 99 370
8172 5896 223
6841 5338 945
317 2010 803
2058 8124 105
4288 3392 865
4376 1452 919
3956 6430 129
8049 2465 493
7175 6517 356
6173 3938 455
2894 8461 702
116 1654 39
3412 1970 401
1214 380 876
1671 4667 620
1887 5394 71
7157 5701 852
5286 101 316
2778 3627 185
486 6151 122
8292 9045 583
1993 5512 236
7384 8924 557
1136 6489 936
3011 4511 954
4630 6397 699
4053 3554 751
9904 5191 851
8220 4320 477
9404 4805 980
877 9448 24
811 7793 887
6046 5176 810
5955 6311 651
9890 5673 161
1196 303 558
7894 707 463
2997 6962 653
1847 1533 972
676 7288 129
5655 8165 576
6030 8975 368
1916 1373 895
3078 3679 557
728 3568 230
2888 1115 884
7797 5361 942
2611 8357 903
6263 6555 436
587 3582 723
6067 5588 239
994 1617 214
3714 9885 938
1608 2962 616
8517 41 535
1098 2928 650
333 7077 10
274 9687 718
7176 2302 272
1963 9240 206
4038 5306 793
4276 2651 762
3489 6364 998
6778 4324 959
7393 9192 351
4280 289 630
5929 621 706
9290 7246 745
7359 773 46
5630 2736 637
187 6773 294
3980 1048 944
2093 889 660
90 7666 983
7400 1411 174
4750 5690 814
1379 7970 786
1437 3611 31
1181 969 803
9578 2950 538
7214 3137 662
2859 7116 62
4802 5560 950
9461 5649 967
4795 3048 729
9320 7797 770
4133 5527 739
5918 6963 349
1300 4495 669
1103 4072 619
9992 7637 755
2006 495 222
5067 1649 781
5368 1109 781
9686 2256 828
5415 1575 976
3184 2060 502
5275 4329 817
975 5629 311
7644 6731 735
7262 3074 723
6368 5079 570
8941 6497 218
7073 1864 678
853 1550 933
7680 3316 860
5007 2851 919
7860 8125 247
7676 5452 227
8339 3095 309
3073 6708 383
1795 9427 813
7364 8367 310
933 5439 173
5611 6291 74
8895 322 389
106 1680 240
7024 9539 716
4623 7215 167
4201 5553 613
510 4977 672
6244 3123 98
7056 487 816
717 7771 606
9890 9733 248
3315 4980 921
3704 5085 600
3295 8461 139
7362 3083 705
529 3635 257
9493 4144 585
5165 6739 707
6614 3795 545
6430 4511 316
4387 752 400
8635 419 379
9555 474 464
2155 3768 924
645 1129 358
6349 8009 992
7605 7502 488
189 9018 226
2247 5631 372
4792 8412 235
5107 2799 986
1506 7785 756
2885 3691 229
5700 5845 996
623 6489 477
1332 2837 485
5675 6793 338
4162 3333 355
5740 5580 986
1111 371 749
7345 1829 899
683 9686 683
4438 8922 374
8667 4621 570
3014 1595 411
8490 9278 599
8327 4953 392
5664 5466 76
2019 1205 7
356 2316 729
7104 9660 557
3003 6694 595
3037 1132 516
6762 6150 489
6332 9163 435
8742 4005 713
6692 2331 665
1435 7994 130
9511 6364 335
5869 6719 2
2598 175 661
7506 9529 355
2100 8917 838
1968 5679 987
6456 8362 501
8890 3455 505
6954 146 187
3618 1581 533
2100 7443 896
1786 3311 967
3787 2260 493
1799 9766 373
6505 8217 289
8694 6536 319
7032 9343 680
4533 4585 134
2389 1538 632
2576 1508 212
7108 3607 6
4355 1744 316
8321 1882 576
5165 3680 693
1537 6537 261
3178 5230 797
496 8614 139
2528 3146 723
1661 5534 613
7292 8109 120
855 1568 78
1860 5923 821
2528 595 702
5455 2112 733
4499 3648 621
1759 3177 203
1907 3673 816
1398 6200 961
5472 4212 846
1084 7856 307
8203 8710 874
5280 6922 148
452 5801 95
7505 1255 206
8238 2105 205
8210 3863 382
3412 2122 54
3579 3519 605
539 8990 816
5737 6426 23
9043 4628 85
268 6260 6
3768 3063 158
7862 568 764
419 5157 868
6623 3366 82
2356 3130 203
1761 6708 721
7365 3599 63
3533 9335 488
7555 4729 467
6639 1348 78
8996 5115 141
7153 9328 708
2916 9746 216
7135 2721 933
5217 5076 62
5419 6837 122
5492 553 720
4554 4085 406
6393 7992 134
2859 982 481
1937 9978 596
429 3482 275
3136 2750 21
3703 9884 93
7635 5100 168
4697 6871 356
1170 2362 909
4889 3267 345
4294 9659 688
4779 8869 670
259 7157 647
7206 7585 480
3481 7072 229
5853 774 465
945 4761 916
1112 5809 786
820 6978 147
4728 1866 765
5424 2511 775
4112 7289 644
3781 7547 152
9779 1105 737
9258 4585 160
7839 437 934
6303 1381 46
2570 8844 854
9356 9663 831
4854 742 48
3619 2518 558
8393 6629 846
8388 6761 744
5540 6539 848
6628 2148 784
4787 6338 220
72 8992 952
117 1562 148
5970 7269 810
8800 2122 904
9847 2092 421
9756 6837 401
601 5224 161
1697 7115 51
3896 3742 550
680 4881 888
4251 4952 231
5555 5069 792
5702 1038 60
5511 6190 534
8766 2388 625
8186 2144 813
586 9096 389
6098 7144 503
4500 1040 597
5050 8071 477
8289 8673 780
519 4227 848
663 9928 238
1722 1791 779
7607 556 166
5584 5094 661
396 2031 109
6784 8129 252
6639 2628 643
235 4029 713
5063 2317 386
4842 2836 964
6042 9850 892
8279 7923 34
3057 5530 941
6574 1113 34
8587 1508 417
9695 4644 897
4298 1282 524
9941 7868 905
5 2930 221
8742 7771 408
1706 3812 257
949 8442 180
8334 7850 61
6274 776 173
5660 9362 32
3428 5408 675
9324 9705 308
4199 5997 175
3103 2354 104
676 1095 227
1083 9152 390
7692 6452 832
2223 1137 33
8635 7411 808
6159 9422 521
5190 2849 928
5217 2172 985
6524 6370 333
5699 5825 686
4154 6500 133
6732 3934 636
3122 7977 440
4305 6551 576
3337 5185 986
9497 1343 759
5017 2885 607
2297 8101 130
5633 976 852
1317 3026 676
3003 7180 175
8487 3911 460
9474 3384 437
6913 7688 987
5489 7377 172
7826 3225 866
9585 4593 750
543 3241 850
3673 8873 178
5876 190 203
7551 9544 734
2077 4382 997
536 3855 380
3324 768 420
6311 6256 796
834 4081 20
6699 17 964
1801 560 205
